"Data Source","World Development Indicators",

"Last Updated Date","2021-09-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Netherlands","NLD","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","181215469.4","243088134.8","308894805.9","402334350.6","467887573.2","478802337.6","507218383.8","543714599.6","666613037.1","763429077.1","970156738.3","884096984.9","872030090.3","736433776.9","647414856","657619140.6","885802612.3","1245937622","1162909790","1193692749","921032391.2927","947883470.015403","1305924813.8151","1180055165.66405","1163632822.7581","1505896052.21904","1443366470.20318","1391005515.4812","1423421396.42055","1506537684.65393","1447233059.54823","1534123315.33718","1641973257.92312","2470743132.39574","4194545716.26985","4544867969.05266","6078723965.96518","10084061727.4015","12696526891.9218","11672005382.1803","9395852984.41558","10252485040.6859","9572511982.90325","9685792160.46933","8282700724.51772","10199272550.1808","10484244241.4052","11295433035.5015","12933529695.3846","14548248432.6569","13923495034.8225",
"Norway","NOR","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","12653072.36","14296213.15","66100570.68","72999969.48","92032424.93","109972061.2","133439346.3","139730178.8","126913864.1","108805236.8","143537109.4","181133026.1","238485809.3","226984314","250673156.7","216797373.049366","309144752.152847","446375352.485404","531989185.893735","474738581.022549","603073709.959556","647206936.92177","703252851.987454","745710304.635509","957723859.369872","1059510253.66112","1022440563.25367","922870428.847798","1430077423.31357","1749216384.60009","2174008490.80832","2596882572.17891","3577067724.4382","4750013567.77492","4174095053.5958","4118496971.95049","4427035713.50554","5099595368.73623","5799187010.92116","5941154711.73783","4578256592.99854","4162485626.49775","4025198596.09662","4410935943.39499","4636380731.2447","3867621779.44033",
"Nepal","NPL","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3005676.3673222","8713303.28199883","9062518.9697134","17992224.6880018","21802417.2829401","24058675.4208864","26947867.601679","16732552.4064896","24304800.746403","34089615.1013975","26189754.7623568","63611104.5005395","65787634.3510733","79166536.1684092","3953399.49795159","5286468.44301794","12297855.7676319","32360885.5158964","39162790.8580109","50325791.4720084","27772183.8803882","9103367.60371343","9494425.81338875","20054323.5822039","33435192.6264465","49426302.0860375","60035162.8461264","44143198.9649877",
"Nauru","NRU","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2149091.22936027","2018158.30839252","2109414.89704155","6092052.43264668","7119703.29380883","16834211.8151633","19082583.6262935","18192164.7756523","25288098.9273246","16371270.9269174","9997005.96476493","","",
"New Zealand","NZL","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","52588798.52","77360290.53","109029518.1","99722793.58","95532958.98","98999168.4","129610900.9","140009857.2","150951782.2","192109329.2","134221740.7","131855194.1","121539619.4","126944213.9","171737396.2","241905807.5","347438751.2","352945709.2","366592132.6","349928283.7","310627380.4","290843261.7","349057525.6","427224151.6","604967346.2","683438781.7","436495086.7","469204010","187155232.679746","215634248.817079","310921690.528679","381769864.815076","457332000.676809","647307740.208817","552021852.428405","622559549.787571","624258402.724488","524453998.209567","533917798.425406","636205262.833289","668885081.526441","716983278.709879","777100681.56582","728535221.092358","790898226.11892","853492695.886817","885936007.92485","912092692.488549","929224930.973961",
"OECD members","OED","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","1076717248.98","3470876077.33","4155301695.2","5496852969.5","6018659474.25","9198292011.354","9472322835.2829","11864131770.079","14842583087.856","16841222960.407","18799750403.99","20668234488.315","21188283545.2848","20806775895.6358","20447689061.7651","20533052010.8291","27055049766.1369","33218745667.3039","36258155430.197","38666011927.403","46945526281.7552","50517061179.2935","56881219970.3289","57315410669.1442","59062540272.7212","69947129709.8651","73441391875.152","72795525500.6923","74972059547.6881","88798555260.4356","88329667335.3874","95453052812.8429","101678674477.758","112677901197.798","126919330387.068","136289318273.183","150604350420.211","174244200736.564","205747076778.696","191971250062.078","193318641455.982","211056324646.466","206793861751.485","218943553654.391","228521808137.953","219406362103.912","228352132445.189","245632976826.153","265974729112.021","272544137727.846","256265218849.855",
"Oman","OMN","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","110885932.9","208164444","219745224","221771865.8","241169662.5","281412841.8","396641571","500868560.8","599305175.8","738274475.1","862774047.9","949637390.1","884858642.6","741222351.1","801040283.2","829648864.7","855656697.009103","910273081.924577","1219765929.77893","1422626797.28626","1365409640.64252","1537061148.31719","1370600000","1500700000","1466900000","1438199990.6489","1451200000","1531859557.86736","1602080624.18726","1672301690.50715","1825747724.3173","2257477243.17295","2788036410.92328","3669700910.27308","5180754226.26788","5315994798.43953","5703511053.31599","7214564369.31079","8086605981.79454","9104418725.61769","10300832249.6749","10990897269.1807","10312093628.0884","9815344603.38101","9957667100.13004","9133940182.05462","",
"Other small states","OSS","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","3193259.478","4193128.586","4609586.239","3372404.337","271283784.35","340581684.2713","398830659.7152","579211280.8074","512835842.711","535977945.5631","513738331.6584","532680667.524","509391594.4479","542512878.8454","936618846.1606","960031017.4013","882801617.5405","905825275.014","952278343.4871","712544777.592247","731231560.454873","752072943.960004","832692215.692098","840289042.513769","1009075679.85765","950308219.969811","1056665421.27305","1116333335.7461","1241644573.02813","1411141887.87922","1729805102.51127","1438562882.16153","1868475819.69366","2462036913.03804","2560310830.57576","2891048465.06919","3331480971.80179","5363889801.40303","5415196058.79993","5292502431.03376","15870125824.9546","15783407457.6954","16508195186.2443","17528927136.3786","17447207369.6297","17393256861.1413","18742361543.9057","18855149715.2274","16191185077.5182","13315031670.764",
"Pakistan","PAK","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","405952.096","507440.1498","405952.096","811904.192","710416.1978","1217856.288","1085887.074","1743130.803","437250.4056","2152493.477","902645.5283","1268947.005","891818.583","876290.5002","648388.9818","514530.3607","560796.2012","983752.0359622","1870273.1883676","4410749.13915308","3557046.35099292","1919643.48378506","5000000","3000000","2000000","3000000","2000000","5000000","10000000","3000000","3000000","2000000","","8000000","9000000","28000000","34000000","16000000","16000000","30000000","64000000","120000000","130000000","124000000","187000000",
"Panama","PAN","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","37299999.24","31600000.38","34500000","38299999.24","31600000.38","30799999.24","27100000.38","39200000.76","40599998.47","35799999.24","21800000","16100000","20000000","23700000","24800000","20400000","20000000","21300000","20600000","21200000","22000000","42100000","44700000","56600000","72300000","87600000","236300000","295900000","387600000","449800000","485800000","463600000","563600000","644200000","814500000","828900000","838790100","838408100","797038800","823651558","512225568.23",
"Peru","PER","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","24000000","33310001.37","20620000.84","45990001.68","58680000.31","75000000","87000000","73000000","92046051.03","89446533.2","33783813.48","29189781.19","74312194.82","78101173.4","79372291.56","275356567.4","174931900","117986351","116003776.6","113242790.2","","","","","","","","","","","","","","","","",
"Philippines","PHL","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","7000000","5000000","9000000","12000000","11000000","9000000","8000000","1000000","1000000","6000000","3000000","10000000","4000000","5000000","9000000","8000000","45000000","89000000","151000000","57000000","","","25000000","21000000","24000000","21000000","18000000","17000000","195378604.023421","63286334.9808685","65935652.547979","116943064.766886","93790177.6924595","109142109.113107","134766836.320995","152357506.991629","210262023.325796","182981951.679176","153322154.937973","196072883.620123","246211590.137985","258523555.919344","225723157.628142","211194462.415954",
"Palau","PLW","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11698615.38","11208420.6","10745635.56","9725275.14","9284464.74","8994424.38","9357489.06","9690571.02","9837794.52","9527278.23144","16785283.38","17693027.6797652","20564641.703953","","","",
"Papua New Guinea","PNG","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","24459531.78","24379829.41","32358909.61","37462608.34","28238548.28","41408283.23","45714874.27","41760410.31","36696254.73","33511993.41","38888305.66","43252128.6","50103626.25","49811740.88","42723228.45","21015235.9","20734443.66","20446674.35","19904487.61","15668252.94","3262852.33960991","12298278.9628673","5918110.66935599","8319551.68758865","11214674.4309318","10739272.4620385","57378005.3506517","91147550.2534883","116709175.960842","128257078.972282","158633866.899977","284230898.390995","321369505.326159","315784980.384113","394608641.284234","551168479.127081","511365792.058054","514810697.599085","406266347.19942","280651307.607636","198200061.878484","268127167.564214","91869313.6490399","","",
"Poland","POL","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","155000000","262000000","243000000","181000000","176000000","191000000","311000000","345000000","353000000","325000000","552000000","621000000","694000000","1018000000","1474000000","1154000000","1326000000","1416000000","1538000000","1579000000","2183000000","2574000000","3732000000","5886000000","7116000000","7132000000","6550000000",
"Pre-demographic dividend","PRE","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","86886635.074","359711405.298","470565966.578","755398849.463","1058675739.6673","1494367624.0577","1981932187.5524","1580227515.124","1422902779.9571","1376300954.6077","1204265328.9182","1271336125.6612","1433384998.2067","1366891448.4875","1328909615.1555","1161978275.5018","1316963907.92668","1298875500.82048","1348742841.22303","1192066325.37167","963445451.94128","1025123020.41859","1058976898.83717","1109955983.33257","1197509588.29003","1484955016.73782","1482829645.11146","1354684494.08484","1553950594.62024","1602206415.86807","1718814236.57183","1972684935.78556","3030912486.8353","2616926219.56335","3223914690.98015","3945695198.59548","4417916909.45516","4832954339.76865","6918451223.31152","7772802766.12959","7978722011.82525","7352241696.06847","6664270181.56946","6222957817.40832","6820503203.06462","5894863580.21817","2866868533.6217",
"Puerto Rico","PRI","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People's Rep.","PRK","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
